sentence,target_logits,concept_logits,concept_gradient,label,concept_label
<user> i wonder how the newspapers defined obvious racism as economic anxiety in germany as the nazis rose to power p,[[0.99610007 0.00389989]],[[0.04998133 0.10135899 0.45190084]],[[ 0.10965754 -0.02896992 -0.01145426]],0,[[0. 0. 0.]]
<user> not low class they enjoy to get fucked by muslims,[[0.21729824 0.7827018 ]],[[0.08106352 0.9476127  0.121563  ]],[[ 0.01094995  0.287626   -0.00073579]],1,[[0. 1. 0.]]
rt mindtendencies2 those who hate you for being real usually love your mask,[[0.97278327 0.02721665]],[[0.04005751 0.01708884 0.0696324 ]],[[ 0.11815051 -0.14371984 -0.10394063]],0,[[0. 0. 0.]]
<user> add ironic as the fake judge is a first generation lebanese american her parents were lebanese immigrants,[[0.9941214  0.00587863]],[[0.03956766 0.0477462  0.22546962]],[[ 0.18800965 -0.00892546 -0.02251334]],0,[[0. 0. 1.]]
definition of white privilege,[[0.9862751  0.01372495]],[[0.78245956 0.0085741  0.1961282 ]],[[ 0.26373744 -0.07887457 -0.0277686 ]],0,[[1. 0. 0.]]
<user> <user> i ’ m not on about your beef i was talking about calyko being retarded but yours also needs to stop,[[0.9524813  0.04751863]],[[0.0200612  0.00774186 0.1773878 ]],[[ 0.23756841 -0.13043581 -0.04144959]],0,[[0. 0. 0.]]
chike ofili it propaganda to say ifeanyi okowa mentioned the name of ipob god chukwuokikeabiama it a lie from pit of hell,[[0.88401663 0.1159834 ]],[[0.23278537 0.18184009 0.29326338]],[[ 0.22507524 -0.05707773 -0.02733562]],0,[[0. 0. 0.]]
if your humor is based on racism homophobia sexism and rape you ’ re not fucking funny go home,[[0.95689076 0.04310923]],[[0.18614416 0.01772999 0.6625786 ]],[[ 0.09960843 -0.18858501  0.02911812]],0,[[0. 0. 0.]]
i just found out my term is called queer curious so basically no one likes my type but the girls low key live ✨,[[0.99199003 0.00801001]],[[0.03584824 0.0088248  0.65969753]],[[ 0.04642321 -0.16622774  0.01255824]],0,[[0. 0. 1.]]
<user> you me being retarded elderly pepo,[[0.71713966 0.28286037]],[[0.06050418 0.00512039 0.47623044]],[[ 0.2571143  -0.13703479 -0.01630237]],0,[[0. 0. 0.]]
<user> you ’ ll be my next homorable mention 🤧,[[0.9955096  0.00449037]],[[0.01332458 0.01252297 0.13831027]],[[ 0.04846419 -0.1056135  -0.06959657]],0,[[0. 0. 0.]]
rt if your account is a safe place for lgbtq members poc muslims women people from every nation,[[0.989817   0.01018299]],[[0.07201257 0.4573925  0.52183133]],[[ 0.03917492 -0.00336759 -0.0076586 ]],0,[[1. 1. 1.]]
what an absolutely beautiful video this is germany under hitler was as close to paradise as the beleagurd goyim shall ever see the jews won ww1 and ww2 the jews are now orchestrating ww3 godspeed my friends i love u,[[0.02475219 0.97524786]],[[0.05644398 0.9892588  0.24667025]],[[0.09827353 0.15362659 0.0368374 ]],1,[[0. 1. 0.]]
all they have to do is recognize that mass immigration is not politically possible that the battle over it will only intensify and eventually spill over into political violence as the demographic balance shifts at that point even liberals will start looking for the exits,[[0.92715824 0.07284172]],[[0.14768566 0.01515038 0.8158329 ]],[[ 0.21696341 -0.11273608  0.00776662]],0,[[0. 0. 0.]]
<user> just shut up jihadi and whole country will burn you if you oppose,[[0.11996341 0.8800366 ]],[[0.05446669 0.9057751  0.1901416 ]],[[0.00256147 0.3009012  0.00145908]],1,[[0. 1. 0.]]
<user> there was no moslem ban,[[0.9796284  0.02037165]],[[0.02394277 0.7743556  0.12826805]],[[-0.03083533  0.07784057 -0.16360807]],0,[[0. 1. 1.]]
<user> safe and affordable killing of helpless babies just what a muslim wants one less infidel to kill or convert,[[0.08368768 0.9163123 ]],[[0.02025283 0.9420395  0.2104762 ]],[[0.01606218 0.32414934 0.00675469]],1,[[0. 1. 0.]]
<user> so the nazis at <user> hate free speech,[[0.99386483 0.00613511]],[[0.0297144  0.16441754 0.14997073]],[[ 0.17367224 -0.00748635 -0.02419616]],0,[[1. 0. 0.]]
<user> <user> like nigga care,[[0.9910652  0.00893475]],[[0.29761353 0.01220809 0.60833997]],[[ 0.20197743 -0.07710343  0.00424568]],0,[[1. 0. 0.]]
anti nazi merch and shit rules but no matter the context i ’ m not buying anything that has a swastika on it,[[0.9570921  0.04290784]],[[0.27654305 0.3517763  0.43528765]],[[ 0.23088062 -0.02897856 -0.02070412]],0,[[0. 0. 0.]]
<user> by that logic it would be fine for jews to terrorize since your people call them evil and blame them for all of your problems,[[0.8247863  0.17521374]],[[0.06329998 0.9149326  0.10931831]],[[ 0.22497873 -0.02822227 -0.04365977]],0,[[0. 1. 0.]]
<user> its human violence stupid address the human,[[0.9841488  0.01585117]],[[0.03194036 0.00472664 0.1862161 ]],[[ 0.15174271 -0.15542132 -0.05150277]],0,[[0. 0. 0.]]
<user> helping immigrants from all over the world drain the prosperity from developed nations via un immigration pact,[[0.9828196  0.01718035]],[[0.03782195 0.00764498 0.20326097]],[[ 0.2030624  -0.10559949 -0.03207066]],0,[[0. 0. 0.]]
yfw deadpool is trolling niggers to death irl,[[0.10623082 0.89376915]],[[0.8584674  0.0145868  0.31055373]],[[ 0.05777945  0.17349426 -0.01389543]],1,[[1. 0. 0.]]
<user> i fucking hate that man legit,[[0.72212046 0.27787954]],[[0.0944755  0.00720752 0.684631  ]],[[ 0.21898302 -0.12691288 -0.0162627 ]],0,[[0. 0. 1.]]
<user> “ lets go gays ”,[[0.9644832  0.03551679]],[[0.02054308 0.01670752 0.4260071 ]],[[ 0.26614374 -0.10352036 -0.02202747]],0,[[0. 0. 0.]]
i like when they pretty and ghetto type of bitch that don ’ t even say hello 🥵,[[0.9004483  0.09955169]],[[0.5931867 0.0161534 0.8657263]],[[ 0.28721026 -0.11925148  0.0387917 ]],0,[[1. 0. 1.]]
<user> this reminds me of this one pic from the 1 8 0 0 depicting a chronic masturbator as retarded lmao,[[0.93092036 0.06907962]],[[0.02032    0.0204744  0.18320279]],[[ 0.25777772 -0.10112294 -0.0451938 ]],0,[[0. 0. 0.]]
<user> <user> but answer the question first ya islam mein sawaal puchna bhi haraam hai,[[0.99563897 0.00436104]],[[0.01590191 0.5232287  0.03774767]],[[ 0.19552812  0.01602383 -0.0712806 ]],0,[[0. 1. 0.]]
this is the general attitude of all ghetto apes,[[0.0087623 0.9912377]],[[0.93223566 0.07298791 0.57771325]],[[0.08795035 0.1890034  0.00959916]],1,[[1. 0. 0.]]
classical christianity did exactly that most people only have experience with westernized christianity where it been neutered by secular society and had most of the violence and overt hatred censored out islam in the u.s. is no more violent than christianity is,[[0.8383162  0.16168374]],[[0.10412064 0.9637688  0.38430527]],[[ 0.25066483 -0.01435527 -0.01818563]],0,[[0. 1. 0.]]
i ’ m sorry gay community call me by my name wasn ’ t it fam,[[0.99470854 0.00529142]],[[0.0353395  0.00773307 0.34682304]],[[ 0.16664825 -0.09584192 -0.03049202]],0,[[0. 0. 0.]]
<user> <user> what a vile islamist you have become shame,[[0.93177974 0.06822027]],[[0.02221793 0.8740491  0.06991167]],[[ 0.22737311 -0.01852381 -0.06482621]],0,[[0. 1. 0.]]
<user> i just watched my two retarded 4 th grade teachers be retarded assholes,[[0.9178548  0.08214527]],[[0.08665967 0.00996376 0.49274454]],[[ 0.2234047  -0.09092121 -0.02249517]],0,[[0. 0. 0.]]
i am ⚪ ️ gay ⚪ ️ straight ⚪ ️ pan ⚪ ️ bi ⚪ ️ asexual 🔘 against zoophilia,[[0.93135107 0.06864899]],[[0.05667387 0.05467322 0.2792492 ]],[[ 0.18820404 -0.0917834  -0.03996522]],0,[[0. 0. 0.]]
the talking stage so ghetto i ’ m tired of going through that shit with people,[[0.9892846  0.01071547]],[[0.06217288 0.00380064 0.277313  ]],[[ 0.19426407 -0.07500833 -0.02643907]],0,[[1. 0. 0.]]
getting paid biweekly is so ghetto,[[0.9566819  0.04331809]],[[0.29211468 0.0031695  0.31726038]],[[ 0.25907114 -0.12304739 -0.0213682 ]],0,[[1. 0. 0.]]
you wanna know what i miss about college bonus dollars paying for food is ghetto as hell,[[0.97221214 0.02778785]],[[0.13660155 0.0212242  0.18625048]],[[ 0.21370889 -0.06512904 -0.02413801]],0,[[0. 0. 0.]]
<user> <user> i ’ m super gay fuck,[[0.9928477  0.00715224]],[[0.01456817 0.00525953 0.37475342]],[[ 0.13099024 -0.12328316 -0.03025815]],0,[[0. 0. 0.]]
i just want women to look at me and think to themselves how does this bitch have a boyfriend and i do not,[[0.9541289  0.04587105]],[[0.07533733 0.01360686 0.97890943]],[[ 0.19114314 -0.12423439  0.07437328]],0,[[0. 0. 1.]]
the blur the retard,[[0.60082775 0.39917222]],[[0.03571183 0.01256969 0.3546635 ]],[[ 0.25033015 -0.10660058 -0.02583763]],0,[[0. 0. 0.]]
<user> omg yes arab muslims rise 👁 ️ 👄 👁 ️,[[0.99071807 0.00928196]],[[0.02804089 0.8070894  0.1731338 ]],[[ 0.14194469  0.04011297 -0.06125161]],0,[[0. 1. 0.]]
god i fucking hate allergies,[[0.8817877  0.11821229]],[[0.04215914 0.02460003 0.27907822]],[[ 0.23253468 -0.09647925 -0.03415834]],0,[[0. 0. 0.]]
how do i work so much amp still be broke adult hood is so ghetto,[[0.95994544 0.0400546 ]],[[0.49002284 0.00908831 0.491562  ]],[[ 0.24836265 -0.1268366  -0.02169787]],0,[[0. 0. 1.]]
i hate arabs,[[0.01963829 0.9803617 ]],[[0.27495635 0.7696608  0.40293366]],[[0.02985591 0.23908311 0.00439855]],1,[[0. 0. 0.]]
walls don t work walls don t wor in <number> hungary built a border barrier on its border with serbia and croatia the fence was constructed during the european migrant crisis with the aim to ensure border security by preventing immigrants from entering illegally,[[0.9555333  0.04446665]],[[0.0620812  0.02785999 0.6742144 ]],[[ 0.14103788 -0.14080064  0.00911627]],0,[[1. 0. 0.]]
hey why was there an army of debtors and economic refugees which could flood into the continental interior during the 1 9 th century in the first place y know the western frontier settlement etc i know the magic freedom capitalism scroll protects us from stalin but why do you think that was,[[0.9755433  0.02445665]],[[0.04995868 0.03045553 0.36206046]],[[ 0.20026596 -0.07665304 -0.02728072]],0,[[0. 0. 0.]]
paying my own bills so ghetto 🥴,[[0.99296063 0.0070393 ]],[[0.17537211 0.0054057  0.3090319 ]],[[ 0.1834428  -0.06547783 -0.0339416 ]],0,[[0. 0. 0.]]
<user> i dont like that ur not gay,[[0.99291754 0.00708245]],[[0.01620262 0.00633108 0.16793908]],[[ 0.13530381 -0.11274388 -0.04975317]],0,[[0. 0. 0.]]
idea for europe send refugees to caribbean to help rebuild hurricane irma damaged islands let them show how compassionate they can be thousands of miles away,[[0.9694542  0.03054578]],[[0.01242323 0.04178395 0.39164317]],[[ 0.24580468 -0.08491828 -0.02852906]],0,[[0. 0. 0.]]
<user> said nazis look cool pretty much,[[0.9781782  0.02182183]],[[0.05977481 0.32942095 0.21925159]],[[ 0.15425469 -0.04003052 -0.0411658 ]],0,[[1. 1. 0.]]
working really is ghetto,[[0.97527    0.02473002]],[[0.2848975  0.00362037 0.4009857 ]],[[ 0.24184647 -0.05701763 -0.0181632 ]],0,[[1. 0. 1.]]
in every female bestie you will always find one lesbian 😊 😋 🤗,[[0.98995566 0.01004433]],[[0.01646917 0.00866016 0.86418486]],[[ 0.12854642 -0.14464468  0.02846648]],0,[[0. 0. 1.]]
babe i am not ignoring you i just hate you stop texting me,[[0.99337125 0.00662877]],[[0.06323787 0.00394008 0.6953771 ]],[[ 0.13203858 -0.21026029  0.01462332]],0,[[0. 0. 1.]]
<user> ffs these ghetto blacks are ignorant like cracker mountain hillbillies,[[0.04222299 0.9577771 ]],[[0.7516934  0.15610746 0.20139813]],[[0.00755914 0.21744762 0.00284224]],1,[[1. 0. 0.]]
<user> or stop letting so many immigrants in might also help,[[0.98636776 0.01363219]],[[0.01765932 0.00845605 0.37832645]],[[ 0.08180691 -0.18912378 -0.0446381 ]],0,[[0. 0. 0.]]
<user> my homie <user> hired the soup nazi to wish me a happy birthday on cameo can you invent a frame for videos pls,[[0.9925288  0.00747119]],[[0.0407256  0.16463017 0.2659851 ]],[[ 0.1523694  -0.0093468  -0.01731369]],0,[[0. 0. 0.]]
<user> life a bitch and then you die that why we get high cause you never know when you are gonna go,[[0.98796797 0.01203199]],[[0.0311342  0.00695493 0.382037  ]],[[ 0.01061263 -0.19757485 -0.04697029]],0,[[0. 0. 0.]]
look all american good solid nw european descended white men women but have balls by your behavior fight club theme i think this is more important than which flag they will twist their photos but see the tiki closeups they still looked solid plausible,[[0.92099535 0.07900465]],[[0.51151514 0.04914056 0.693974  ]],[[ 0.19951624 -0.10448075  0.00956255]],0,[[1. 0. 1.]]
to cold to be sleeping alone ghetto,[[0.98645055 0.01354942]],[[0.16914818 0.00337861 0.12949169]],[[ 0.18335333 -0.157914   -0.07325073]],0,[[0. 0. 0.]]
🖤 whoever lectures criminal procedure deserves happiness life and wealth my week just became great,[[0.98307437 0.01692565]],[[0.03192965 0.03798367 0.3246283 ]],[[ 0.13426128 -0.08112053 -0.03630919]],0,[[0. 0. 0.]]
staycommittedmrpm all muslim world is watching to pakistan and imran khan,[[0.97796625 0.0220338 ]],[[0.03532563 0.6375643  0.16089661]],[[ 0.10465216  0.00714292 -0.07654323]],0,[[0. 1. 0.]]
couple friends you know bitches get funny,[[0.97941077 0.02058922]],[[0.03738056 0.00574555 0.87865895]],[[ 0.23828872 -0.12894769  0.00877785]],0,[[0. 0. 1.]]
<user> y are u focusing on that when nazis exist,[[0.99264646 0.00735358]],[[0.04383786 0.07132323 0.361864  ]],[[ 0.13799673 -0.04430484 -0.02350513]],0,[[0. 0. 0.]]
plus he a faggot so he likes things up his ass,[[0.05941487 0.9405851 ]],[[0.27316344 0.01619263 0.38685417]],[[-0.00770152  0.14680819 -0.0037118 ]],1,[[0. 0. 0.]]
how do you see or treat homosexuals,[[0.5906504 0.4093496]],[[0.03226994 0.5458081  0.35371354]],[[ 0.22271949 -0.06326697 -0.0223788 ]],0,[[0. 0. 0.]]
<user> <user> climate change is a fucking hoax,[[0.9842792  0.01572085]],[[0.05556652 0.00977131 0.07223432]],[[ 0.20926392 -0.07422817 -0.04502564]],0,[[0. 0. 0.]]
<user> i hate caucasians,[[0.28144792 0.71855205]],[[0.7714581  0.07756987 0.19864313]],[[ 0.02772973  0.21403708 -0.0141034 ]],1,[[1. 0. 0.]]
some y ’ all are ghetto asf 🥱,[[0.9558761  0.04412392]],[[0.76313025 0.01324307 0.21608023]],[[ 0.29481238 -0.10881958 -0.05959805]],0,[[0. 0. 0.]]
only gay nigger culture nice,[[0.00659669 0.9934034 ]],[[0.9869516  0.01294338 0.51668525]],[[0.13078272 0.24389933 0.0042855 ]],1,[[1. 0. 0.]]
<user> you are a fake pervert asshole you can be raped dont be stupid and work or study change you life,[[0.29768044 0.7023196 ]],[[0.01209993 0.05740568 0.60486543]],[[-0.05110335  0.27749592  0.01693979]],1,[[0. 0. 0.]]
<user> yet colin nike exploits asians at an alarming rate i hate graham and the cult45 but i agree with him on this,[[0.949235   0.05076503]],[[0.126448   0.32010683 0.04993368]],[[ 0.18501651 -0.04470039 -0.0607855 ]],0,[[0. 0. 0.]]
just in case u all forgot the doctor hates nazis doctorwho,[[0.5092136  0.49078634]],[[0.07275492 0.60008997 0.1257375 ]],[[ 0.2408919  -0.06270532 -0.02193728]],0,[[0. 0. 0.]]
he is one obnoxious greasy nasty lying self serving horrible little muslim bastard,[[0.0037791 0.9962209]],[[0.11900245 0.98253953 0.524445  ]],[[0.06447405 0.13949408 0.006658  ]],1,[[0. 1. 0.]]
means barry who filled the white house with black and muslim terrorists is a pro american whoa i like this kind of trash logic or,[[0.78506845 0.21493156]],[[0.11059778 0.7389213  0.2358391 ]],[[ 0.22358237 -0.04913956 -0.02119698]],0,[[1. 1. 0.]]
worst mistake ever shouldve sliced off the balls of all africans killed them just like the arabs typical christ cuck pussies why the fuck would you endanger your white stable gene pool by allowing africans to breed jews subverted your cucked religion for a reason,[[0.00302673 0.9969733 ]],[[0.79655504 0.95446795 0.726675  ]],[[ 0.01174606  0.13841948 -0.00415555]],1,[[1. 1. 1.]]
you hate your life just be honest,[[0.9812191  0.01878086]],[[0.05878517 0.00305252 0.64732945]],[[ 0.15312706 -0.18542522 -0.00566161]],0,[[0. 0. 0.]]
“ pick that cotton negro ” or whatever massa said,[[0.02422065 0.97577935]],[[0.9510024  0.12780432 0.5662609 ]],[[0.11712183 0.16942053 0.01777011]],1,[[1. 0. 1.]]
iokanopenprison human rights organisations are sleeping for kashmirs because they are muslims <user> <user>,[[0.98412424 0.01587575]],[[0.0172127  0.8512233  0.14796996]],[[ 0.2656129  -0.00311599 -0.02685521]],0,[[0. 1. 0.]]
